============================================================================
DIRBE SYSTEM SPECTRAL RESPONSE
Version:  Pass 3B data release, November 1996
          Only differs from the Pass 2B (1994) release in that wavelengths
 10.699   0.00   0.00   0.00   0.00   0.62   0.00   0.00   0.00   0.00   0.00
 10.782   0.00   0.00   0.00   0.00   0.61   0.00   0.00   0.00   0.00   0.00
 10.867   0.00   0.00   0.00   0.00   0.59   0.00   0.00   0.00   0.00   0.00
 10.951   0.00   0.00   0.00   0.00   0.58   0.00   0.00   0.00   0.00   0.00
 11.037   0.00   0.00   0.00   0.00   0.59   0.00   0.00   0.00   0.00   0.00
 11.123   0.00   0.00   0.00   0.00   0.64   0.00   0.00   0.00   0.00   0.00
 11.210   0.00   0.00   0.00   0.00   0.69   0.00   0.00   0.00   0.00   0.00
 11.298   0.00   0.00   0.00   0.00   0.74   0.00   0.00   0.00   0.00   0.00
 11.386   0.00   0.00   0.00   0.00   0.78   0.00   0.00   0.00   0.00   0.00
 11.475   0.00   0.00   0.00   0.00   0.83   0.00   0.00   0.00   0.00   0.00
 11.564   0.00   0.00   0.00   0.00   0.84   0.00   0.00   0.00   0.00   0.00
 11.655   0.00   0.00   0.00   0.00   0.84   0.00   0.00   0.00   0.00   0.00
 11.746   0.00   0.00   0.00   0.00   0.84   0.00   0.00   0.00   0.00   0.00
 11.838   0.00   0.00   0.00   0.00   0.84   0.00   0.00   0.00   0.00   0.00
 11.930   0.00   0.00   0.00   0.00   0.83   0.00   0.00   0.00   0.00   0.00
 12.023   0.00   0.00   0.00   0.00   0.84   0.00   0.00   0.00   0.00   0.00
 12.117   0.00   0.00   0.00   0.00   0.87   0.00   0.00   0.00   0.00   0.00
 12.212   0.00   0.00   0.00   0.00   0.90   0.00   0.00   0.00   0.00   0.00
 12.307   0.00   0.00   0.00   0.00   0.94   0.00   0.00   0.00   0.00   0.00
 12.403   0.00   0.00   0.00   0.00   0.97   0.00   0.00   0.00   0.00   0.00
 12.500   0.00   0.00   0.00   0.00   1.00   0.00   0.00   0.00   0.00   0.00
 12.598   0.00   0.00   0.00   0.00   0.98   0.00   0.00   0.00   0.00   0.00
 12.696   0.00   0.00   0.00   0.00   0.97   0.00   0.00   0.00   0.00   0.00
 12.795   0.00   0.00   0.00   0.00   0.95   0.00   0.00   0.00   0.00   0.00
 12.895   0.00   0.00   0.00   0.00   0.94   0.00   0.00   0.00   0.00   0.00
 12.996   0.00   0.00   0.00   0.00   0.91   0.00   0.00   0.00   0.00   0.00
 13.098   0.00   0.00   0.00   0.00   0.86   0.00   0.00   0.00   0.00   0.00
 13.200   0.00   0.00   0.00   0.00   0.80   0.00   0.00   0.00   0.00   0.00
 13.303   0.00   0.00   0.00   0.00   0.75   0.00   0.00   0.00   0.00   0.00
 13.407   0.00   0.00   0.00   0.00   0.69   0.00   0.00   0.00   0.00   0.00
 13.512   0.00   0.00   0.00   0.00   0.64   0.00   0.00   0.00   0.00   0.00
 13.617   0.00   0.00   0.00   0.00   0.72   0.00   0.00   0.00   0.00   0.00
 13.724   0.00   0.00   0.00   0.00   0.78   0.00   0.00   0.00   0.00   0.00
 13.831   0.00   0.00   0.00   0.00   0.83   0.00   0.00   0.00   0.00   0.00
 13.939   0.00   0.00   0.00   0.00   0.87   0.00   0.00   0.00   0.00   0.00
 14.048   0.00   0.00   0.00   0.00   0.91   0.00   0.00   0.00   0.00   0.00
 14.157   0.00   0.00   0.00   0.00   0.91   0.00   0.00   0.00   0.00   0.00
 14.268   0.00   0.00   0.00   0.00   0.91   0.00   0.00   0.00   0.00   0.00
 14.379   0.00   0.00   0.00   0.00   0.90   0.00   0.00   0.00   0.00   0.00
 14.492   0.00   0.00   0.00   0.00   0.89   0.00   0.00   0.00   0.00   0.00
 14.605   0.00   0.00   0.00   0.00   0.86   0.00   0.00   0.00   0.00   0.00
 14.719   0.00   0.00   0.00   0.00   0.82   0.00   0.00   0.00   0.00   0.00
 14.834   0.00   0.00   0.00   0.00   0.79   0.00   0.00   0.00   0.00   0.00
 14.950   0.00   0.00   0.00   0.00   0.79   0.00   0.00   0.00   0.00   0.00
 15.067   0.00   0.00   0.00   0.00   0.78   0.00   0.00   0.00   0.00   0.00
 15.184   0.00   0.00   0.00   0.00   0.76   0.00   0.00   0.00   0.00   0.00
 15.303   0.00   0.00   0.00   0.00   0.73   0.00   0.00   0.00   0.00   0.00
 15.423   0.00   0.00   0.00   0.00   0.71   0.00   0.00   0.00   0.00   0.00
 15.543   0.00   0.00   0.00   0.00   0.71   0.01   0.00   0.00   0.00   0.00
 15.664   0.00   0.00   0.00   0.00   0.74   0.02   0.00   0.00   0.00   0.00
 15.787   0.00   0.00   0.00   0.00   0.76   0.04   0.00   0.00   0.00   0.00
 15.910   0.00   0.00   0.00   0.00   0.79   0.05   0.00   0.00   0.00   0.00
 16.034   0.00   0.00   0.00   0.00   0.83   0.08   0.00   0.00   0.00   0.00
 16.160   0.00   0.00   0.00   0.00   0.90   0.16   0.00   0.00   0.00   0.00
 16.286   0.00   0.00   0.00   0.00   0.95   0.21   0.00   0.00   0.00   0.00
 16.413   0.00   0.00   0.00   0.00   0.97   0.34   0.00   0.00   0.00   0.00
 16.541   0.00   0.00   0.00   0.00   0.77   0.45   0.00   0.00   0.00   0.00
 16.670   0.00   0.00   0.00   0.00   0.52   0.55   0.00   0.00   0.00   0.00
 16.801   0.00   0.00   0.00   0.00   0.41   0.67   0.00   0.00   0.00   0.00
 16.932   0.00   0.00   0.00   0.00   0.29   0.79   0.00   0.00   0.00   0.00
 17.064   0.00   0.00   0.00   0.00   0.16   0.85   0.00   0.00   0.00   0.00
 17.198   0.00   0.00   0.00   0.00   0.03   0.89   0.00   0.00   0.00   0.00
 17.332   0.00   0.00   0.00   0.00   0.02   0.92   0.00   0.00   0.00   0.00
 17.467   0.00   0.00   0.00   0.00   0.01   0.93   0.00   0.00   0.00   0.00
 17.604   0.00   0.00   0.00   0.00   0.00   0.91   0.00   0.00   0.00   0.00
 17.741   0.00   0.00   0.00   0.00   0.00   0.88   0.00   0.00   0.00   0.00
 17.880   0.00   0.00   0.00   0.00   0.00   0.84   0.00   0.00   0.00   0.00
 18.019   0.00   0.00   0.00   0.00   0.00   0.82   0.00   0.00   0.00   0.00
 18.160   0.00   0.00   0.00   0.00   0.00   0.88   0.00   0.00   0.00   0.00
 18.302   0.00   0.00   0.00   0.00   0.00   0.94   0.00   0.00   0.00   0.00
 18.445   0.00   0.00   0.00   0.00   0.00   1.00   0.00   0.00   0.00   0.00
 18.589   0.00   0.00   0.00   0.00   0.00   0.99   0.00   0.00   0.00   0.00
 18.734   0.00   0.00   0.00   0.00   0.00   0.93   0.00   0.00   0.00   0.00
 18.881   0.00   0.00   0.00   0.00   0.00   0.87   0.00   0.00   0.00   0.00
 19.028   0.00   0.00   0.00   0.00   0.00   0.81   0.00   0.00   0.00   0.00
 19.177   0.00   0.00   0.00   0.00   0.00   0.68   0.00   0.00   0.00   0.00
 19.327   0.00   0.00   0.00   0.00   0.00   0.56   0.00   0.00   0.00   0.00
 19.477   0.00   0.00   0.00   0.00   0.00   0.46   0.00   0.00   0.00   0.00
 19.630   0.00   0.00   0.00   0.00   0.00   0.51   0.00   0.00   0.00   0.00
 19.783   0.00   0.00   0.00   0.00   0.00   0.60   0.00   0.00   0.00   0.00
 19.938   0.00   0.00   0.00   0.00   0.00   0.69   0.00   0.00   0.00   0.00
 20.093   0.00   0.00   0.00   0.00   0.00   0.70   0.00   0.00   0.00   0.00
 20.250   0.00   0.00   0.00   0.00   0.00   0.64   0.00   0.00   0.00   0.00
 20.408   0.00   0.00   0.00   0.00   0.00   0.60   0.00   0.00   0.00   0.00
 20.568   0.00   0.00   0.00   0.00   0.00   0.58   0.00   0.00   0.00   0.00
 20.728   0.00   0.00   0.00   0.00   0.00   0.63   0.00   0.00   0.00   0.00
 20.890   0.00   0.00   0.00   0.00   0.00   0.66   0.00   0.00   0.00   0.00
 21.054   0.00   0.00   0.00   0.00   0.00   0.70   0.00   0.00   0.00   0.00
 21.218   0.00   0.00   0.00   0.00   0.00   0.75   0.00   0.00   0.00   0.00
 21.384   0.00   0.00   0.00   0.00   0.00   0.80   0.00   0.00   0.00   0.00
 21.551   0.00   0.00   0.00   0.00   0.00   0.80   0.00   0.00   0.00   0.00
 21.719   0.00   0.00   0.00   0.00   0.00   0.69   0.00   0.00   0.00   0.00
 21.889   0.00   0.00   0.00   0.00   0.00   0.59   0.00   0.00   0.00   0.00
 22.060   0.00   0.00   0.00   0.00   0.00   0.53   0.00   0.00   0.00   0.00
 22.232   0.00   0.00   0.00   0.00   0.00   0.57   0.00   0.00   0.00   0.00
 22.406   0.00   0.00   0.00   0.00   0.00   0.61   0.00   0.00   0.00   0.00
 22.581   0.00   0.00   0.00   0.00   0.00   0.66   0.00   0.00   0.00   0.00
 22.757   0.00   0.00   0.00   0.00   0.00   0.74   0.00   0.00   0.00   0.00
 22.935   0.00   0.00   0.00   0.00   0.00   0.83   0.00   0.00   0.00   0.00
 23.114   0.00   0.00   0.00   0.00   0.00   0.83   0.00   0.00   0.00   0.00
 23.295   0.00   0.00   0.00   0.00   0.00   0.78   0.00   0.00   0.00   0.00
 23.477   0.00   0.00   0.00   0.00   0.00   0.73   0.00   0.00   0.00   0.00
 23.660   0.00   0.00   0.00   0.00   0.00   0.70   0.00   0.00   0.00   0.00
 23.845   0.00   0.00   0.00   0.00   0.00   0.68   0.00   0.00   0.00   0.00
 24.031   0.00   0.00   0.00   0.00   0.00   0.67   0.00   0.00   0.00   0.00
 24.219   0.00   0.00   0.00   0.00   0.00   0.79   0.00   0.00   0.00   0.00
 24.408   0.00   0.00   0.00   0.00   0.00   0.90   0.00   0.00   0.00   0.00
 24.599   0.00   0.00   0.00   0.00   0.00   0.95   0.00   0.00   0.00   0.00
 24.791   0.00   0.00   0.00   0.00   0.00   0.94   0.00   0.00   0.00   0.00
 24.984   0.00   0.00   0.00   0.00   0.00   0.93   0.00   0.00   0.00   0.00
 25.180   0.00   0.00   0.00   0.00   0.00   0.77   0.00   0.00   0.00   0.00
 25.376   0.00   0.00   0.00   0.00   0.00   0.62   0.00   0.00   0.00   0.00
 25.574   0.00   0.00   0.00   0.00   0.00   0.48   0.00   0.00   0.00   0.00
 25.774   0.00   0.00   0.00   0.00   0.00   0.35   0.00   0.00   0.00   0.00
 25.976   0.00   0.00   0.00   0.00   0.00   0.24   0.00   0.00   0.00   0.00
 26.178   0.00   0.00   0.00   0.00   0.00   0.18   0.00   0.00   0.00   0.00
 26.383   0.00   0.00   0.00   0.00   0.00   0.14   0.00   0.00   0.00   0.00
 26.589   0.00   0.00   0.00   0.00   0.00   0.09   0.00   0.00   0.00   0.00
 26.797   0.00   0.00   0.00   0.00   0.00   0.08   0.00   0.00   0.00   0.00
 27.006   0.00   0.00   0.00   0.00   0.00   0.07   0.00   0.00   0.00   0.00
 27.217   0.00   0.00   0.00   0.00   0.00   0.08   0.00   0.00   0.00   0.00
 27.430   0.00   0.00   0.00   0.00   0.00   0.08   0.00   0.00   0.00   0.00
 27.644   0.00   0.00   0.00   0.00   0.00   0.07   0.00   0.00   0.00   0.00
 27.860   0.00   0.00   0.00   0.00   0.00   0.05   0.00   0.00   0.00   0.00
 28.077   0.00   0.00   0.00   0.00   0.00   0.04   0.00   0.00   0.00   0.00
 28.297   0.00   0.00   0.00   0.00   0.00   0.03   0.00   0.00   0.00   0.00
 28.518   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00   0.00
 28.741   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00   0.00
 28.965   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00   0.00
 29.191   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00   0.00
 29.419   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 29.649   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 29.881   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 30.114   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 30.349   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 30.586   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 30.825   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 31.066   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 31.309   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 31.553   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 31.800   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 32.048   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00
 32.299   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00
 32.551   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00
 32.805   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00
 33.061   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00
 33.320   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00
 33.580   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00
 33.842   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00
 34.107   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00
 34.373   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.00   0.00   0.00
 34.641   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 34.912   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 35.185   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 35.460   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 35.737   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.00   0.00   0.00
 36.016   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 36.297   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 36.581   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 36.866   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 37.154   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 37.444   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 37.737   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.00
 38.032   0.00   0.00   0.00   0.00   0.00   0.00   0.03   0.00   0.00   0.00
 38.329   0.00   0.00   0.00   0.00   0.00   0.00   0.06   0.00   0.00   0.00
 38.628   0.00   0.00   0.00   0.00   0.00   0.00   0.09   0.00   0.00   0.00
 38.930   0.00   0.00   0.00   0.00   0.00   0.00   0.11   0.00   0.00   0.00
 39.234   0.00   0.00   0.00   0.00   0.00   0.00   0.13   0.00   0.00   0.00
 39.541   0.00   0.00   0.00   0.00   0.00   0.00   0.16   0.00   0.00   0.00
 39.849   0.00   0.00   0.00   0.00   0.00   0.00   0.19   0.00   0.00   0.00
 40.161   0.00   0.00   0.00   0.00   0.00   0.00   0.22   0.00   0.00   0.00
 40.474   0.00   0.00   0.00   0.00   0.00   0.00   0.24   0.00   0.00   0.00
 40.791   0.00   0.00   0.00   0.00   0.00   0.00   0.27   0.00   0.00   0.00
 41.109   0.00   0.00   0.00   0.00   0.00   0.00   0.30   0.00   0.00   0.00
 41.430   0.00   0.00   0.00   0.00   0.00   0.00   0.34   0.00   0.00   0.00
 41.754   0.00   0.00   0.00   0.00   0.00   0.00   0.37   0.00   0.00   0.00
 42.080   0.00   0.00   0.00   0.00   0.00   0.00   0.39   0.00   0.00   0.00
 42.409   0.00   0.00   0.00   0.00   0.00   0.00   0.42   0.00   0.00   0.00
 42.740   0.00   0.00   0.00   0.00   0.00   0.00   0.45   0.00   0.00   0.00
 43.074   0.00   0.00   0.00   0.00   0.00   0.00   0.48   0.00   0.00   0.00
 43.410   0.00   0.00   0.00   0.00   0.00   0.00   0.50   0.00   0.00   0.00
 43.749   0.00   0.00   0.00   0.00   0.00   0.00   0.53   0.00   0.00   0.00
 44.091   0.00   0.00   0.00   0.00   0.00   0.00   0.56   0.00   0.00   0.00
 44.436   0.00   0.00   0.00   0.00   0.00   0.00   0.59   0.00   0.00   0.00
 44.783   0.00   0.00   0.00   0.00   0.00   0.00   0.62   0.00   0.00   0.00
 45.132   0.00   0.00   0.00   0.00   0.00   0.00   0.65   0.00   0.00   0.00
 45.485   0.00   0.00   0.00   0.00   0.00   0.00   0.67   0.00   0.00   0.00
 45.840   0.00   0.00   0.00   0.00   0.00   0.00   0.69   0.00   0.00   0.00
 46.198   0.00   0.00   0.00   0.00   0.00   0.00   0.70   0.00   0.00   0.00
 46.559   0.00   0.00   0.00   0.00   0.00   0.00   0.72   0.00   0.00   0.00
 46.923   0.00   0.00   0.00   0.00   0.00   0.00   0.73   0.00   0.00   0.00
 47.289   0.00   0.00   0.00   0.00   0.00   0.00   0.74   0.00   0.00   0.00
 47.659   0.00   0.00   0.00   0.00   0.00   0.00   0.75   0.00   0.00   0.00
 48.031   0.00   0.00   0.00   0.00   0.00   0.00   0.76   0.00   0.00   0.00
 48.406   0.00   0.00   0.00   0.00   0.00   0.00   0.77   0.00   0.00   0.00
 48.784   0.00   0.00   0.00   0.00   0.00   0.00   0.78   0.00   0.00   0.00
 49.166   0.00   0.00   0.00   0.00   0.00   0.00   0.79   0.00   0.00   0.00
 49.550   0.00   0.00   0.00   0.00   0.00   0.00   0.80   0.00   0.00   0.00
 49.937   0.00   0.00   0.00   0.00   0.00   0.00   0.81   0.00   0.00   0.00
 50.327   0.00   0.00   0.00   0.00   0.00   0.00   0.83   0.00   0.00   0.00
 50.720   0.00   0.00   0.00   0.00   0.00   0.00   0.84   0.00   0.00   0.00
 51.116   0.00   0.00   0.00   0.00   0.00   0.00   0.85   0.00   0.00   0.00
 51.515   0.00   0.00   0.00   0.00   0.00   0.00   0.86   0.00   0.00   0.00
 51.918   0.00   0.00   0.00   0.00   0.00   0.00   0.87   0.00   0.00   0.00
 52.323   0.00   0.00   0.00   0.00   0.00   0.00   0.88   0.00   0.00   0.00
 52.732   0.00   0.00   0.00   0.00   0.00   0.00   0.89   0.00   0.00   0.00
 53.144   0.00   0.00   0.00   0.00   0.00   0.00   0.89   0.00   0.00   0.00
 53.559   0.00   0.00   0.00   0.00   0.00   0.00   0.89   0.00   0.00   0.00
 53.977   0.00   0.00   0.00   0.00   0.00   0.00   0.89   0.00   0.00   0.00
 54.399   0.00   0.00   0.00   0.00   0.00   0.00   0.90   0.00   0.00   0.00
 54.824   0.00   0.00   0.00   0.00   0.00   0.00   0.90   0.00   0.00   0.00
 55.252   0.00   0.00   0.00   0.00   0.00   0.00   0.91   0.00   0.00   0.00
 55.684   0.00   0.00   0.00   0.00   0.00   0.00   0.92   0.00   0.00   0.00
 56.119   0.00   0.00   0.00   0.00   0.00   0.00   0.94   0.00   0.00   0.00
 56.557   0.00   0.00   0.00   0.00   0.00   0.00   0.96   0.00   0.00   0.00
 56.999   0.00   0.00   0.00   0.00   0.00   0.00   0.97   0.00   0.00   0.00
 57.444   0.00   0.00   0.00   0.00   0.00   0.00   0.98   0.00   0.00   0.00
 57.893   0.00   0.00   0.00   0.00   0.00   0.00   0.98   0.00   0.00   0.00
 58.345   0.00   0.00   0.00   0.00   0.00   0.00   0.99   0.00   0.00   0.00
 58.801   0.00   0.00   0.00   0.00   0.00   0.00   0.99   0.00   0.00   0.00
 59.260   0.00   0.00   0.00   0.00   0.00   0.00   0.99   0.00   0.00   0.00
 59.723   0.00   0.00   0.00   0.00   0.00   0.00   0.99   0.00   0.00   0.00
 60.189   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.00   0.00   0.00
 60.660   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.00   0.00   0.00
 61.133   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.00   0.00   0.00
 61.611   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.00   0.00   0.00
 62.092   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.00   0.00   0.00
 62.577   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.00   0.00   0.00
 63.066   0.00   0.00   0.00   0.00   0.00   0.00   0.97   0.00   0.00   0.00
 63.559   0.00   0.00   0.00   0.00   0.00   0.00   0.95   0.00   0.00   0.00
 64.055   0.00   0.00   0.00   0.00   0.00   0.00   0.93   0.00   0.00   0.00
 64.556   0.00   0.00   0.00   0.00   0.00   0.00   0.90   0.00   0.00   0.00
 65.060   0.00   0.00   0.00   0.00   0.00   0.00   0.88   0.00   0.00   0.00
 65.568   0.00   0.00   0.00   0.00   0.00   0.00   0.84   0.01   0.00   0.00
 66.080   0.00   0.00   0.00   0.00   0.00   0.00   0.80   0.01   0.00   0.00
 66.596   0.00   0.00   0.00   0.00   0.00   0.00   0.77   0.03   0.00   0.00
 67.117   0.00   0.00   0.00   0.00   0.00   0.00   0.73   0.04   0.00   0.00
 67.641   0.00   0.00   0.00   0.00   0.00   0.00   0.69   0.06   0.00   0.00
 68.169   0.00   0.00   0.00   0.00   0.00   0.00   0.66   0.08   0.00   0.00
 68.702   0.00   0.00   0.00   0.00   0.00   0.00   0.62   0.10   0.00   0.00
 69.238   0.00   0.00   0.00   0.00   0.00   0.00   0.58   0.11   0.00   0.00
 69.779   0.00   0.00   0.00   0.00   0.00   0.00   0.55   0.13   0.00   0.00
 70.324   0.00   0.00   0.00   0.00   0.00   0.00   0.52   0.14   0.00   0.00
 70.874   0.00   0.00   0.00   0.00   0.00   0.00   0.49   0.15   0.00   0.00
 71.427   0.00   0.00   0.00   0.00   0.00   0.00   0.46   0.15   0.00   0.00
 71.985   0.00   0.00   0.00   0.00   0.00   0.00   0.42   0.16   0.00   0.00
 72.547   0.00   0.00   0.00   0.00   0.00   0.00   0.37   0.17   0.00   0.00
 73.114   0.00   0.00   0.00   0.00   0.00   0.00   0.32   0.18   0.00   0.00
 73.685   0.00   0.00   0.00   0.00   0.00   0.00   0.27   0.18   0.00   0.00
 74.261   0.00   0.00   0.00   0.00   0.00   0.00   0.23   0.19   0.00   0.00
 74.841   0.00   0.00   0.00   0.00   0.00   0.00   0.20   0.20   0.00   0.00
 75.425   0.00   0.00   0.00   0.00   0.00   0.00   0.17   0.21   0.00   0.00
 76.015   0.00   0.00   0.00   0.00   0.00   0.00   0.14   0.22   0.00   0.00
 76.608   0.00   0.00   0.00   0.00   0.00   0.00   0.10   0.23   0.00   0.00
 77.207   0.00   0.00   0.00   0.00   0.00   0.00   0.08   0.24   0.00   0.00
 77.810   0.00   0.00   0.00   0.00   0.00   0.00   0.07   0.27   0.00   0.00
 78.418   0.00   0.00   0.00   0.00   0.00   0.00   0.06   0.29   0.00   0.00
 79.030   0.00   0.00   0.00   0.00   0.00   0.00   0.04   0.31   0.00   0.00
 79.648   0.00   0.00   0.00   0.00   0.00   0.00   0.03   0.34   0.00   0.00
 80.270   0.00   0.00   0.00   0.00   0.00   0.00   0.02   0.36   0.00   0.00
 80.897   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.38   0.00   0.00
 81.529   0.00   0.00   0.00   0.00   0.00   0.00   0.01   0.40   0.00   0.00
 82.166   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.42   0.00   0.00
 82.807   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.43   0.00   0.00
 83.454   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.45   0.00   0.00
 84.106   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.47   0.00   0.00
 84.763   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.49   0.00   0.00
 85.425   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.51   0.00   0.00
 86.092   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.52   0.00   0.00
 86.765   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.54   0.00   0.00
 87.443   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.56   0.00   0.00
 88.126   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.57   0.00   0.00
 88.814   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.59   0.00   0.00
 89.508   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.61   0.00   0.00
 90.207   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.63   0.00   0.00
 90.912   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.66   0.00   0.00
 91.622   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.68   0.00   0.00
 92.337   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.71   0.00   0.00
 93.059   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.74   0.00   0.00
 93.786   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.76   0.00   0.00
 94.518   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.79   0.00   0.00
 95.257   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.81   0.00   0.00
 96.001   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.83   0.00   0.00
 96.751   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.84   0.00   0.00
 97.506   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.86   0.00   0.00
 98.268   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.88   0.00   0.00
 99.035   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.89   0.00   0.00
 99.809   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.91   0.01   0.00
100.589   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.95   0.01   0.00
101.374   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.96   0.02   0.00
102.166   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.97   0.02   0.00
102.964   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.98   0.03   0.00
103.769   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.99   0.03   0.00
104.579   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.04   0.00
105.396   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.05   0.00
106.219   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.06   0.00
107.049   0.00   0.00   0.00   0.00   0.00   0.00   0.00   1.00   0.08   0.00
107.885   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.99   0.09   0.00
108.728   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.99   0.11   0.00
109.577   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.99   0.12   0.00
110.433   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.98   0.15   0.00
111.296   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.95   0.18   0.00
112.165   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.88   0.21   0.00
113.041   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.81   0.23   0.00
113.924   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.72   0.24   0.00
114.814   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.64   0.26   0.00
115.711   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.54   0.28   0.00
116.615   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.44   0.30   0.00
117.526   0.00   0.00   0.00   0.00   0.00   0.00   0.00   0.35   0.32   0.00
